Rk,Name,Age,Tm,Lg,G▼,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
1238,Will Warren,25,NYY,AL,6,5,0,22.2,1,1,0,0,0,1.000,,,0,0,0,0.40,0.17,P,warrewi01
1239,Drew Waters,25,KCR,AL,6,5,3,45.0,11,9,1,1,0,.909,0,-2,0,0,0,2.00,1.67,OF,waterdr01
1240,Austin Wynns,33,CIN,NL,6,6,4,49.0,50,44,6,0,0,1.000,1,24,2,49,0,9.18,8.33,C,wynnsau01
1241,Dan Altavilla,31,KCR,AL,5,1,0,3.2,2,1,1,0,0,1.000,,,0,0,0,4.91,0.40,P,altavda01
1242,Darren Baker,25,WSN,NL,5,2,2,21.0,5,2,3,0,1,1.000,-1,-81,-2,-114,0,2.14,1.00,2B-OF,bakerda02
1243,Aaron Brooks,34,OAK,AL,5,4,0,26.2,6,4,2,0,0,1.000,,,0,0,0,2.03,1.20,P,brookaa01
1244,Willie Calhoun,29,LAA,AL,5,4,3,33.0,34,30,4,0,3,1.000,0,-7,0,0,0,9.27,6.80,1B-OF,calhowi01
1245,Luis Contreras,28,HOU,AL,5,0,0,6.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,contrlu01
1246,Nabil Crismatt,29,LAD,NL,5,0,0,7.0,1,0,1,0,0,1.000,,,0,0,0,1.29,0.20,P,crismna01
1247,Steven Cruz,25,KCR,AL,5,0,0,5.2,3,2,1,0,0,1.000,,,0,0,0,4.76,0.60,P,cruzst01
1248,Jhonathan Díaz,27,SEA,AL,5,1,0,9.2,3,1,2,0,0,1.000,,,0,0,0,2.79,0.60,P,diazjh01
1249,Randy Dobnak,29,MIN,AL,5,0,0,9.2,1,0,1,0,0,1.000,,,0,0,0,0.93,0.20,P,dobnara01
1250,David Fletcher,30,ATL,NL,5,3,1,28.0,20,6,14,0,4,1.000,1,57,1,43,0,6.43,4.00,2B,fletcda02
1251,J.P. France,29,HOU,AL,5,5,0,25.1,1,1,0,0,0,1.000,,,0,0,0,0.36,0.20,P,francjp01
1252,Robert Gasser,25,MIL,NL,5,5,0,28.0,6,3,2,1,0,.833,,,-1,-7,0,1.61,1.00,P,gassero01
1253,Yoendrys Gómez,24,NYY,AL,5,0,0,11.1,2,1,1,0,0,1.000,,,0,0,0,1.59,0.40,P,gomezyo01
1254,Geoff Hartlieb,30,COL,NL,5,0,0,9.0,2,2,0,0,0,1.000,,,0,0,0,2.00,0.40,P,hartlge01
1255,Nick Hernandez,29,HOU,AL,5,0,0,8.0,1,1,0,0,0,1.000,,,0,0,0,1.13,0.20,P,hernani01
1256,Keston Hiura,27,LAA,AL,5,4,1,33.0,11,3,7,1,1,.909,-1,-33,-1,-36,0,2.73,2.00,2B,hiurake01
1257,Tyler Jay,30,TOT,NL,5,0,0,7.2,1,1,0,0,0,1.000,,,0,0,0,1.17,0.20,P,jayty01
1258,Niko Kavadas,25,LAA,AL,5,5,5,43.0,48,47,1,0,2,1.000,1,18,0,0,0,10.05,9.60,1B,kavadni01
1259,Tony Kemp,32,BAL,AL,5,2,1,20.1,8,3,5,0,0,1.000,0,-5,0,0,0,3.54,1.33,2B-OF,kempto01
1260,Jordan Lyles,33,KCR,AL,5,0,0,5.0,1,1,0,0,0,1.000,,,0,0,0,1.80,0.20,P,lylesjo01
1261,Matt Manning,26,DET,AL,5,5,0,27.2,3,1,2,0,1,1.000,,,-1,-7,0,0.98,0.60,P,mannima02
1262,Alek Manoah,26,TOR,AL,5,5,0,24.1,2,1,1,0,0,1.000,,,0,0,0,0.74,0.40,P,manoaal01
1263,J.P. Martínez,28,ATL,NL,5,1,1,20.0,4,4,0,0,0,1.000,0,2,0,0,0,1.80,0.80,OF,martijp01
1264,Andrew McCutchen,37,PIT,NL,5,2,1,21.0,6,6,0,0,0,1.000,0,-3,0,0,0,2.57,1.20,OF,mccutan01
1265,Michael Mercado,25,PHI,NL,5,2,0,13.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,mercami01
1266,Cody Poteet,29,NYY,AL,5,4,0,24.1,7,5,2,0,0,1.000,,,1,8,0,2.59,1.40,P,poteeco01
1267,Kyle Schwarber,31,PHI,NL,5,5,3,41.0,10,10,0,0,0,1.000,0,5,0,0,0,2.20,2.00,OF,schwaky01
1268,Colin Selby,26,TOT,AL,5,0,0,7.0,2,2,0,0,0,1.000,,,0,0,0,2.57,0.40,P,selbyco01
1269,Bryan Shaw,36,CHW,AL,5,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,shawbr01
1270,Myles Straw,29,CLE,AL,5,1,0,14.0,4,4,0,0,0,1.000,1,94,-1,-85,0,2.57,0.80,OF,strawmy01
1271,Zack Thompson,26,STL,NL,5,2,0,17.0,3,2,1,0,0,1.000,,,0,0,0,1.59,0.60,P,thompza02
1272,Matt Andriese,34,MIA,NL,4,0,0,6.0,1,1,0,0,0,1.000,,,0,0,0,1.50,0.25,P,andrima01
1273,Tejay Antone,30,CIN,NL,4,0,0,2.0,0,0,0,0,0,,,,-1,-100,0,0.00,0.00,P,antonte01
1274,Connor Brogdon,29,TOT,NL,4,0,0,3.0,1,0,1,0,0,1.000,,,0,0,0,3.00,0.25,P,brogdco01
1275,Sean Burke,24,CHW,AL,4,3,0,19.0,2,0,1,1,0,.500,,,0,0,0,0.47,0.25,P,burkese01
1276,Ky Bush,24,CHW,AL,4,4,0,17.2,4,2,2,0,0,1.000,,,1,11,0,2.04,1.00,P,bushky01
1277,Mike Clevinger,33,CHW,AL,4,4,0,16.0,3,0,3,0,1,1.000,,,0,0,0,1.69,0.75,P,clevimi01
1278,Matt Duffy,33,TEX,AL,4,2,2,20.1,5,2,3,0,0,1.000,1,34,1,59,0,2.21,1.25,3B,duffyma01
1279,Hunter Feduccia,27,LAD,NL,4,3,3,28.0,34,32,2,0,0,1.000,0,-8,0,0,0,10.93,8.50,C,feduchu01
1280,Richard Fitts,24,BOS,AL,4,4,0,20.2,5,1,4,0,1,1.000,,,1,10,0,2.18,1.25,P,fittsri01
1281,Grant Hartwig,26,NYM,NL,4,0,0,6.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,hartwgr01
1282,Jonathan Heasley,27,BAL,AL,4,0,0,5.1,2,1,1,0,0,1.000,,,0,0,0,3.38,0.50,P,heasljo01
1283,Rich Hill,44,BOS,AL,4,0,0,3.2,1,0,1,0,0,1.000,,,0,0,0,2.45,0.25,P,hillri01
1284,Cooper Hummel,29,HOU,AL,4,1,0,10.0,3,3,0,0,0,1.000,1,60,0,0,0,2.70,0.75,OF,hummeco01
1285,Greg Jones,26,COL,NL,4,1,1,15.0,2,2,0,0,0,1.000,-1,-68,0,0,0,1.20,0.50,OF,jonesgr02
1286,Dallas Keuchel,36,MIL,NL,4,4,0,16.2,2,0,2,0,0,1.000,,,-1,-12,0,1.08,0.50,P,keuchda01
1287,Austin Kitchen,27,MIA,NL,4,1,0,7.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,kitchau01
1288,Jacob Lopez,26,TBR,AL,4,1,0,10.1,1,1,0,0,0,1.000,,,-1,-19,0,0.87,0.25,P,lopezja04
1289,Josh Maciejewski,28,NYY,AL,4,0,0,7.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,maciejo01
1290,Michael McGreevy,23,STL,NL,4,3,0,23.0,8,1,7,0,0,1.000,,,1,9,0,3.13,2.00,P,mcgremi01
1291,John Means,31,BAL,AL,4,4,0,20.2,1,0,1,0,0,1.000,,,0,0,0,0.44,0.25,P,meansjo01
1292,Victor Mederos,23,LAA,AL,4,0,0,5.1,1,0,1,0,0,1.000,,,0,0,0,1.69,0.25,P,medervi01
1293,Nick Nelson,28,PHI,NL,4,0,0,5.1,1,1,0,0,0,1.000,,,0,0,0,1.69,0.25,P,nelsoni01
1294,Jack O'Loughlin,24,OAK,AL,4,0,0,9.2,1,1,0,0,0,1.000,,,0,0,0,0.93,0.25,P,olougja01
1295,Wes Parsons,31,TOT,AL,4,0,0,9.0,4,1,2,1,0,.750,,,0,0,0,3.00,0.75,P,parsowe01
1296,Oswald Peraza,24,NYY,AL,4,4,2,31.0,5,2,3,0,0,1.000,0,0,0,0,0,1.45,1.25,3B,perazos02
1297,Riley Pint,26,COL,NL,4,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,pintri01
1298,Austin Pruitt,34,TEX,AL,4,0,0,4.1,1,0,1,0,0,1.000,,,0,0,0,2.08,0.25,P,pruitau01
1299,Orlando Ribalta,26,WSN,NL,4,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,ribalor01
1300,Daniel Robert,29,TEX,AL,4,0,0,5.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,roberda11
1301,River Ryan,25,LAD,NL,4,4,0,20.1,8,2,6,0,1,1.000,,,1,10,0,3.54,2.00,P,ryanri01
1302,Kai-Wei Teng,25,SFG,NL,4,0,0,11.0,4,2,2,0,0,1.000,,,0,0,0,3.27,1.00,P,tengka01
1303,Bryce Teodosio,25,LAA,AL,4,4,2,29.0,8,7,1,0,1,1.000,-2,-65,-1,-41,0,2.48,2.00,OF,teodobr01
1304,Ricky Vanasco,25,TOT,ZZ,4,0,0,4.0,1,1,0,0,0,1.000,,,0,0,0,2.25,0.25,P,vanasri01
1305,Darius Vines,26,ATL,NL,4,2,0,13.2,3,1,2,0,0,1.000,,,0,0,0,1.98,0.75,P,vinesda01
1306,Jacob Waguespack,30,TBR,AL,4,1,0,10.0,1,1,0,0,0,1.000,,,0,0,0,0.90,0.25,P,wagueja01
1307,Garrett Whitlock,28,BOS,AL,4,4,0,18.1,7,4,3,0,0,1.000,,,0,0,0,3.44,1.75,P,whitlga01
1308,Brandon Williamson,26,CIN,NL,4,3,0,14.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,willibr02
1309,Josh Winder,27,MIN,AL,4,0,0,9.0,1,1,0,0,0,1.000,,,-1,-22,0,1.00,0.25,P,windejo01
1310,Ty Adcock,27,NYM,NL,3,0,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,adcocty01
1311,Kevin Alcántara,21,CHC,NL,3,3,2,26.0,2,2,0,0,0,1.000,1,49,0,0,0,0.69,0.67,OF,alcanke01
1312,Sam Aldegheri,22,LAA,AL,3,3,0,13.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,aldegsa01
1313,CJ Alexander,27,KCR,AL,3,3,2,25.0,4,1,3,0,0,1.000,-2,-86,-1,-48,0,1.44,1.33,3B,alexacj01
1314,Brian Anderson,31,ATL,NL,3,2,0,14.0,3,3,0,0,0,1.000,1,57,0,0,0,1.93,1.00,OF-3B,anderbr06
1315,Clayton Beeter,25,NYY,AL,3,0,0,3.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,beetecl01
1316,Jonathan Bermúdez,28,MIA,NL,3,1,0,6.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bermujo01
1317,Travis Blankenhorn,27,WSN,NL,3,2,0,16.0,6,6,0,0,0,1.000,1,56,0,0,0,3.38,2.00,OF,blanktr01
1318,Jake Bloss,23,HOU,AL,3,3,0,11.2,2,2,0,0,0,1.000,,,-2,-34,0,1.54,0.67,P,blossja01
1319,Rob Brantly,34,TBR,AL,3,3,3,25.2,18,17,1,0,0,1.000,0,15,1,47,0,6.31,6.00,C,brantro01
1320,Alan Busenitz,33,CIN,NL,3,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,busenal01
1321,Vinny Capra,27,MIL,NL,3,2,2,23.0,8,1,7,0,0,1.000,1,37,0,0,0,3.13,2.67,3B-SS,capravi01
1322,Ben Casparius,25,LAD,NL,3,0,0,8.1,1,1,0,0,0,1.000,,,-1,-24,0,1.08,0.33,P,caspabe01
1323,Diego Castillo,26,MIN,AL,3,2,1,15.0,4,1,3,0,0,1.000,0,25,1,80,0,2.40,1.33,3B,castidi02
1324,Alex Cobb,36,CLE,AL,3,3,0,16.1,5,2,3,0,1,1.000,,,0,0,0,2.76,1.67,P,cobbal01
1325,John Curtiss,31,COL,NL,3,0,0,2.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,curtijo02
1326,Caden Dana,20,LAA,AL,3,3,0,10.1,1,1,0,0,0,1.000,,,0,0,0,0.87,0.33,P,danaca01
1327,Jacob deGrom,36,TEX,AL,3,3,0,10.2,1,0,1,0,0,1.000,,,0,0,0,0.84,0.33,P,degroja01
1328,Scott Effross,30,NYY,AL,3,0,0,3.1,1,0,1,0,0,1.000,,,0,0,0,2.70,0.33,P,effrosc01
1329,Brandon Eisert,26,TOR,AL,3,0,0,6.2,1,1,0,0,0,1.000,,,0,0,0,1.35,0.33,P,eiserbr01
1330,Paolo Espino,37,TOR,AL,3,1,0,8.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,espinpa01
1331,Sandro Fabian,26,TEX,AL,3,2,0,13.0,1,1,0,0,0,1.000,0,-38,0,0,0,0.69,0.33,OF,fabiasa01
1332,Justin Foscue,25,TEX,AL,3,1,0,11.0,9,7,2,0,1,1.000,0,-44,1,109,0,7.36,3.00,1B-2B,foscuju01
1333,Aramis Garcia,31,PHI,NL,3,2,2,18.0,17,15,2,0,0,1.000,1,37,1,67,0,8.50,5.67,C,garciar01
1334,Tyler Gentry,25,KCR,AL,3,2,0,14.0,1,1,0,0,0,1.000,0,8,0,0,0,0.64,0.33,OF,gentrty01
1335,Lucas Gilbreath,28,COL,NL,3,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,gilbrlu01
1336,Connor Gillispie,26,CLE,AL,3,0,0,8.0,1,0,1,0,0,1.000,,,0,0,0,1.13,0.33,P,gillico01
1337,Anthony Gose,33,CLE,AL,3,0,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,gosean01
1338,Edgardo Henriquez,22,LAD,NL,3,0,0,3.1,1,1,0,0,0,1.000,,,0,0,0,2.70,0.33,P,henried01
1339,Kyle Hurt,26,LAD,NL,3,1,0,6.2,1,1,0,0,0,1.000,,,0,0,0,1.35,0.33,P,hurtky01
1340,Andrew Knapp,32,SFG,NL,3,2,0,17.0,21,21,0,0,0,1.000,0,-29,0,0,0,11.12,7.00,C,knappan01
1341,Dinelson Lamet,31,LAD,NL,3,0,0,4.1,2,2,0,0,0,1.000,,,0,0,0,4.15,0.67,P,lametdi01
1342,Jonathan Loáisiga,29,NYY,AL,3,0,0,4.0,3,1,2,0,0,1.000,,,0,0,0,6.75,1.00,P,loaisjo01
1343,Ryan Loutos,25,STL,NL,3,0,0,2.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,loutory01
1344,Tyler Mahle,29,TEX,AL,3,3,0,12.2,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,mahlety01
1345,Nick Maton,27,BAL,AL,3,2,0,16.0,2,0,2,0,1,1.000,0,-23,0,0,0,1.13,0.67,3B-2B,matonni01
1346,Isaac Mattson,28,PIT,NL,3,0,0,5.1,1,0,1,0,0,1.000,,,0,0,0,1.69,0.33,P,mattsis01
1347,Liover Peguero,23,PIT,NL,3,3,3,26.0,11,4,6,1,2,.909,0,-15,0,0,0,3.46,3.33,SS,pegueli01
1348,Zach Plesac,29,LAA,AL,3,3,0,12.0,2,0,2,0,0,1.000,,,0,0,0,1.50,0.67,P,plesaza01
1349,Gerardo Reyes,31,OAK,AL,3,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,reyesge01
1350,Edwin Ríos,30,CIN,NL,3,2,1,17.0,12,12,0,0,2,1.000,0,20,0,0,0,6.35,4.00,1B,riosed01
1351,Kumar Rocker,24,TEX,AL,3,3,0,11.2,2,0,2,0,0,1.000,,,0,0,0,1.54,0.67,P,rockeku01
1352,Carlos Rodriguez,22,MIL,NL,3,3,0,12.1,2,0,2,0,0,1.000,,,2,32,0,1.46,0.67,P,rodrica02
1353,Jackson Rutledge,25,WSN,NL,3,1,0,8.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,rutleja01
1354,Antonio Senzatela,29,COL,NL,3,3,0,12.1,3,2,1,0,1,1.000,,,0,0,0,2.19,1.00,P,senzaan01
1355,Jackson Stephens,30,ATL,NL,3,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,stephja01
1356,Samad Taylor,25,SEA,AL,3,1,0,11.1,1,1,0,0,0,1.000,0,-3,0,0,0,0.79,0.33,OF,taylosa04
1357,Justin Topa,33,MIN,AL,3,0,0,2.1,2,1,1,0,0,1.000,,,0,0,0,7.71,0.67,P,topaju01
1358,Eli Villalobos,27,MIA,NL,3,0,0,4.1,1,0,1,0,0,1.000,,,0,0,0,2.08,0.33,P,villael02
1359,Tyler Wells,29,BAL,AL,3,3,0,15.1,2,0,2,0,0,1.000,,,0,0,0,1.17,0.67,P,wellsty01
1360,Owen White,24,TEX,AL,3,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,whiteow01
1361,Forrest Whitley,26,HOU,AL,3,0,0,3.1,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P,whitlfo01
1362,Shane Bieber,29,CLE,AL,2,2,0,12.0,2,1,1,0,0,1.000,,,0,0,0,1.50,1.00,P,biebesh01
1363,Caleb Boushley,30,MIN,AL,2,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,boushca01
1364,Jair Camargo,24,MIN,AL,2,0,0,1.0,0,0,0,0,0,,0,24,0,0,0,0.00,0.00,C,camarja01
1365,Johnny Cueto,38,LAA,AL,2,2,0,11.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,cuetojo01
1366,José Devers,24,MIA,NL,2,1,1,9.1,3,0,3,0,0,1.000,0,-5,1,129,0,2.89,1.50,2B-1B,deverjo01
1367,Daniel Duarte,27,MIN,AL,2,0,0,4.0,1,1,0,0,0,1.000,,,0,0,0,2.25,0.50,P,duartda01
1368,Mike Ford,31,CIN,NL,2,2,2,17.0,17,15,2,0,1,1.000,1,65,1,71,0,9.00,8.50,1B,fordmi01
1369,Ian Gibaut,30,CIN,NL,2,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,gibauia01
1370,Gordon Graceffo,24,STL,NL,2,1,0,7.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,gracego01
1371,Josiah Gray,26,WSN,NL,2,2,0,8.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,grayjo03
1372,Brewer Hicklen,28,MIL,NL,2,2,0,12.0,2,2,0,0,0,1.000,0,-25,0,0,0,1.50,1.00,OF,hicklbr01
1373,Sam Huff,26,TEX,AL,2,1,1,11.0,9,9,0,0,0,1.000,0,19,0,0,0,7.36,4.50,C,huffsa01
1374,Joe Jacques,29,TOT,ZZ,2,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,jacqujo01
1375,Jackson Jobe,21,DET,AL,2,0,0,4.0,1,0,1,0,0,1.000,,,0,0,0,2.25,0.50,P,jobeja01
1376,Casey Kelly,34,CIN,NL,2,0,0,5.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,kellyca01
1377,Caleb Kilian,27,CHC,NL,2,1,0,10.2,3,2,1,0,0,1.000,,,0,0,0,2.53,1.50,P,kiliaca01
1378,Grant Koch,27,PIT,NL,2,2,1,16.0,17,17,0,0,0,1.000,0,-2,0,0,0,9.56,8.50,C,kochgr01
1379,Matt Koch,33,COL,NL,2,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,kochma01
1380,Brandon Leibrandt,31,CIN,NL,2,0,0,6.1,2,1,1,0,0,1.000,,,1,32,0,2.84,1.00,P,leibrbr01
1381,Zach Logue,28,LAD,NL,2,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,logueza01
1382,Joey Lucchesi,31,NYM,NL,2,2,0,10.1,1,0,1,0,0,1.000,,,0,0,0,0.87,0.50,P,lucchjo01
1383,Wade Miley,37,MIL,NL,2,2,0,7.0,2,0,2,0,0,1.000,,,0,0,0,2.57,1.00,P,mileywa01
1384,Eric Orze,26,NYM,NL,2,0,0,1.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,orzeer01
1385,Andrew Saalfrank,26,ARI,NL,2,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,saalfan01
1386,Chase Silseth,24,LAA,AL,2,2,0,8.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,silsech01
1387,Justin Sterner,27,TBR,AL,2,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,sternju01
1388,Spencer Strider,25,ATL,NL,2,2,0,9.0,1,1,0,0,0,1.000,,,0,0,0,1.00,0.50,P,stridsp01
1389,Naoyuki Uwasawa,30,BOS,AL,2,0,0,4.0,1,1,0,0,0,1.000,,,0,0,0,2.25,0.50,P,uwasana01
1390,Hurston Waldrep,22,ATL,NL,2,2,0,7.0,0,0,0,0,0,,,,-1,-29,,0.00,0.00,P,waldrhu01
1391,Allan Winans,28,ATL,NL,2,2,0,7.2,2,0,2,0,0,1.000,,,0,0,0,2.35,1.00,P,winanal01
1392,Tyler Zuber,29,TBR,AL,2,0,0,3.1,0,0,0,0,0,,,,-1,-60,,0.00,0.00,P,zuberty01
1393,Clayton Andrews,27,NYY,AL,1,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,andrecl02
1394,Luken Baker,27,STL,NL,1,0,0,3.0,1,1,0,0,0,1.000,-1,-228,-1,-400,0,3.00,1.00,1B,bakerlu01
1395,Matthew Batten,29,SDP,NL,1,1,1,8.0,7,5,2,0,1,1.000,1,116,0,0,0,7.88,7.00,1B,battema01
1396,Jonathan Bowlan,27,KCR,AL,1,1,0,2.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bowlajo01
1397,David Buchanan,35,CIN,NL,1,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,buchada01
1398,Raymond Burgos,25,SFG,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,burgora01
1399,Mike Burrows,24,PIT,NL,1,0,0,3.1,1,1,0,0,0,1.000,,,0,0,0,2.70,1.00,P,burromi01
1400,Conner Capel,27,CIN,NL,1,1,0,6.0,2,2,0,0,0,1.000,1,124,0,0,0,3.00,2.00,OF,capelco01
1401,Marc Church,23,TEX,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,churcma01
1402,Dylan Coleman,27,HOU,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,colemdy01
1403,Tucker Davidson,28,BAL,AL,1,0,0,4.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,davidtu01
1404,Miguel Díaz,29,HOU,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,diazmi02
1405,Dylan Dodd,26,ATL,NL,1,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,dodddy01
1406,Parker Dunshee,29,ATL,NL,1,0,0,2.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,dunshpa01
1407,Jake Eder,25,CHW,AL,1,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,ederja01
1408,Carl Edwards Jr.,32,SDP,NL,1,0,0,0.0,0,0,0,0,0,,,,0,,,,0.00,P,edwarca01
1409,Brady Feigl,33,PIT,NL,1,0,0,1.2,2,0,2,0,1,1.000,,,0,0,0,10.80,2.00,P,feiglbr01
1410,Vladimir Gutierrez,28,MIA,NL,1,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,gutievl01
1411,Brent Headrick,26,MIN,AL,1,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,headrbr01
1412,Blair Henley,27,HOU,AL,1,1,0,0.1,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,henlebl01
1413,Gavin Hollowell,26,CHC,NL,1,0,0,1.1,2,0,2,0,0,1.000,,,0,0,0,13.50,2.00,P,holloga01
1414,Joe Hudson,33,NYM,NL,1,0,0,1.0,2,2,0,0,0,1.000,0,24,0,0,0,18.00,2.00,C,hudsojo03
1415,Eloy Jiménez,27,CHW,AL,1,1,1,8.0,1,1,0,0,0,1.000,-1,-107,0,0,0,1.13,1.00,OF,jimenel02
1416,Daniel Johnson,28,BAL,AL,1,0,0,1.0,1,1,0,0,0,1.000,1,624,0,0,0,9.00,1.00,OF,johnsda07
1417,Seth Johnson,25,PHI,NL,1,1,0,2.1,1,1,0,0,0,1.000,,,0,0,0,3.86,1.00,P,johnsse01
1418,Evan Justice,25,COL,NL,1,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,justiev01
1419,Adam Kloffenstein,23,STL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,kloffad01
1420,Evan Kravetz,27,CIN,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,kraveev01
1421,Zac Kristofak,26,LAA,AL,1,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,kristza01
1422,Matt Krook,29,BAL,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,krookma01
1423,Germán Márquez,29,COL,NL,1,1,0,4.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,marquge01
1424,Orelvis Martinez,22,TOR,AL,1,1,1,8.0,6,1,4,1,0,.833,0,-26,0,0,0,5.63,5.00,2B,martior01
1425,Chayce McDermott,25,BAL,AL,1,1,0,4.0,1,1,0,0,0,1.000,,,0,0,0,2.25,1.00,P,mcderch01
1426,Trevor McDonald,23,SFG,NL,1,0,0,3.0,1,1,0,0,0,1.000,,,1,67,1,3.00,1.00,P,mcdontr01
1427,James Meeker,29,MIL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,meekeja01
1428,Cristian Mena,21,ARI,NL,1,1,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,menacr01
1429,Matt Mervis,26,CHC,NL,1,0,0,1.0,1,1,0,0,0,1.000,0,0,0,0,0,9.00,0.50,P-1B,mervima01
1430,Anthony Misiewicz,29,NYY,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,misiean01
1431,Luis Ortiz,28,PHI,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,ortizlu02
1432,Nick Pratto,25,KCR,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,prattni01
1433,Lyon Richardson,24,CIN,NL,1,0,0,0.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,richaly01
1434,Chris Roller,27,MIL,NL,1,0,0,3.0,1,1,0,0,0,1.000,0,24,0,0,0,3.00,1.00,OF,rollech01
1435,Kodai Senga,31,NYM,NL,1,1,0,5.1,1,1,0,0,0,1.000,,,0,0,0,1.69,1.00,P,sengako01
1436,Chasen Shreve,33,COL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,shrevch01
1437,AJ Smith-Shawver,21,ATL,NL,1,1,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,smithaj01
1438,Alex Speas,26,HOU,AL,1,0,0,2.0,1,1,0,0,0,1.000,,,0,0,0,4.50,1.00,P,speasal01
1439,Wander Suero,32,HOU,AL,1,0,0,0.0,0,0,0,0,0,,,,0,,,,0.00,P,suerowa01
1440,Julio Teheran,33,NYM,NL,1,1,0,2.2,1,1,0,0,0,1.000,,,0,0,0,3.38,1.00,P,teherju01
1441,Andrew Wantz,28,LAA,AL,1,0,0,1.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,wantzan01
